,level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
41,41,42,20.5,1.0,23.0,32,5.25,27.676000000000005,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,260843.0,7.875,33.388000000000005,,,,,,21.0,,,,,1.3833333333333333,,,,0.0,3.0,0.0,3.0,0.00941056,0.00941056,0.0,Man Utd,Man City,24.0,Andre Onana,GK,True,0.0,2.8233368768535314,65.31843621604538,A. Onana,5.0,Man Utd
42,42,43,21.0,1.0,27.0,32,7.875,33.388000000000005,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.18'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.0'}]","[91, 117, 30, 36, 38, 215, 218]",True,260843.0,19.95,32.096000000000004,,,,,,,,,,,1.45,,,,0.0,3.0,2.0,3.0,0.00941056,0.01016549,0.0007549299999999991,Man Utd,Man City,24.0,Andre Onana,GK,True,12.055618541525874,0.0,-6.107293945794715,A. Onana,5.0,Man Utd
43,43,44,21.5,1.0,28.5,32,19.95,32.096000000000004,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,460260.0,26.46,32.980000000000004,,,,,,22.0,,,,,1.475,,,,2.0,3.0,3.0,3.0,0.01016549,0.01132376,0.0011582700000000012,Man Utd,Man City,37.0,Kobbie Mainoo,DMC,True,0.0,6.524686496407426,7.732957963245493,K. Mainoo,5.0,Man Utd
44,44,45,22.0,1.0,30.0,32,26.46,32.980000000000004,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.83'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.0'}]","[91, 117, 30, 35, 37, 215, 218]",True,460260.0,22.155,49.43600000000001,,,,,,,,,,,1.5,,,,3.0,3.0,2.0,5.0,0.01132376,0.01001304,-0.0013107199999999996,Man Utd,Man City,37.0,Kobbie Mainoo,DMC,True,-5.7241554738543385,0.0,104.66041098660571,K. Mainoo,5.0,Man Utd
45,45,46,22.5,1.0,32.0,32,22.155,49.43600000000001,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,22079.0,25.515,51.00000000000001,,,,,,23.0,,,,,1.5333333333333332,,,,2.0,5.0,2.0,6.0,0.01001304,0.00942382,-0.0005892200000000014,Man Utd,Man City,35.0,Jonny Evans,DC,True,0.0,2.988152967714754,24.96085667698711,J. Evans,5.0,Man Utd
46,46,47,23.0,1.0,34.0,32,25.515,51.00000000000001,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.93'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.9'}]","[91, 117, 30, 35, 38, 215, 218]",True,22079.0,9.975,35.292,,,,,,,,,,,1.5666666666666667,,,,2.0,5.0,1.0,4.0,0.01001304,0.01082722,0.0008141799999999994,Man Utd,Man City,35.0,Jonny Evans,DC,True,-13.75115727921252,0.0,-134.69196114260012,J. Evans,5.0,Man Utd
47,47,48,24.0,1.0,44.0,32,11.655,32.368,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '13.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.01'}]","[91, 117, 30, 36, 38, 215, 218]",True,260843.0,14.28,23.664,,,,,,,,,,,1.7333333333333334,,,,1.0,3.0,1.0,2.0,0.01082722,0.00977745,-0.0010497700000000002,Man Utd,Man City,24.0,Andre Onana,GK,True,2.05235830468321,0.0,-73.21745163071319,A. Onana,5.0,Man Utd
48,48,49,24.5,1.0,46.0,32,14.28,23.664,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,20.055000000000003,22.916000000000004,,,,,,25.0,,,,,1.7666666666666666,,,,1.0,2.0,2.0,2.0,0.00977745,0.01001304,0.0002355900000000008,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,5.641814618294688,-7.38008022412096,H. Maguire,5.0,Man Utd
49,49,50,25.0,1.0,48.0,32,20.055000000000003,22.916000000000004,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.29'}]","[91, 117, 30, 35, 37, 215, 218]",True,99487.0,7.5600000000000005,37.128,,,,,,,,,,,1.8,,,,2.0,2.0,0.0,4.0,0.01001304,0.00941056,-0.0006024800000000007,Man Utd,Man City,5.0,Harry Maguire,DC,True,-11.825101750159732,0.0,131.3215018438253,H. Maguire,5.0,Man Utd
50,50,51,26.0,1.0,50.0,32,7.5600000000000005,37.128,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.16'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.6'}]","[91, 117, 30, 36, 38, 215, 218]",True,260843.0,24.465000000000003,35.088,,,,,,,,,,,1.8333333333333335,,,,0.0,4.0,2.0,4.0,0.00941056,0.01016549,0.0007549299999999991,Man Utd,Man City,24.0,Andre Onana,GK,True,16.947845380078064,0.0,-6.8808596754587334,A. Onana,5.0,Man Utd
51,51,52,27.0,1.0,52.0,32,24.465000000000003,35.088,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '17.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.39'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}]","[91, 117, 30, 35, 38, 215, 218]",True,88526.0,18.375,16.592,,,,,,,,,,,1.8666666666666667,,,,2.0,4.0,2.0,1.0,0.01016549,0.00942382,-0.0007416699999999998,Man Utd,Man City,18.0,Casemiro,DMC,True,-7.814479280227346,0.0,-108.22466612406271,Casemiro,5.0,Man Utd
52,52,53,27.5,1.0,54.0,32,18.375,16.592,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,28.56,4.556,,,,,,28.0,,,,,1.9,,,,2.0,1.0,3.0,0.0,0.00942382,0.00977659,0.0003527700000000005,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,6.442099753137839,-49.76172118326286,H. Maguire,5.0,Man Utd
53,53,54,28.0,1.0,56.0,32,28.56,4.556,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.64'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,99487.0,33.705000000000005,8.364,,,,,,,,,,,1.9333333333333333,,,,3.0,0.0,3.0,0.0,0.00977659,0.00977659,0.0,Man Utd,Man City,5.0,Harry Maguire,DC,True,6.150742797452949,0.0,36.506477846425405,H. Maguire,5.0,Man Utd
54,54,55,28.5,1.0,59.0,32,33.705000000000005,8.364,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,460260.0,38.955000000000005,24.276000000000003,,,,,,29.0,,,,,1.9833333333333334,,,,3.0,0.0,4.0,2.0,0.00977659,0.01269174,0.00291515,Man Utd,Man City,37.0,Kobbie Mainoo,DMC,True,0.0,9.006977017907758,71.74022740022296,K. Mainoo,5.0,Man Utd
55,55,56,29.0,2.0,2.0,32,38.955000000000005,24.276000000000003,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.00'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,460260.0,29.294999999999998,45.492000000000004,,,,,,,,,,,2.033333333333333,,,,4.0,2.0,3.0,5.0,0.01269174,0.01110462,-0.0015871199999999992,Man Utd,Man City,37.0,Kobbie Mainoo,DMC,True,-9.815265002556515,0.0,114.48056861655634,K. Mainoo,5.0,Man Utd
56,56,57,30.0,2.0,4.0,32,29.294999999999998,45.492000000000004,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.07'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.0'}]","[91, 117, 30, 124, 36, 37, 216, 218]",True,22079.0,37.800000000000004,61.132000000000005,,,,,,,,,,,2.066666666666667,,,,3.0,5.0,4.0,7.0,0.01110462,0.01126267,0.00015804999999999986,Man Utd,Man City,35.0,Jonny Evans,DC,True,4.101690467763163,0.0,61.46274286362779,J. Evans,5.0,Man Utd
57,57,58,31.0,2.0,5.0,32,38.64,59.50000000000001,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.68'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 216, 218]",True,300299.0,38.325,50.388,,,,,,,,,,,2.0833333333333335,,,,4.0,6.0,4.0,5.0,0.01214719,0.01269174,0.0005445499999999995,Man Utd,Man City,10.0,Marcus Rashford,AML,True,2.4313189586108734,0.0,-91.97991506615227,M. Rashford,5.0,Man Utd
58,58,59,32.0,2.0,6.0,32,38.325,50.388,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.78'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.4'}]","[91, 117, 30, 35, 37, 215, 218]",True,340105.0,25.200000000000003,55.35200000000001,,,,,,,,,,,2.1,,,,4.0,5.0,2.0,6.0,0.01269174,0.00942382,-0.0032679200000000005,Man Utd,Man City,6.0,Lisandro Martinez,DL,True,-13.947725134961729,0.0,159.28290461156587,L. Martinez,5.0,Man Utd
59,59,60,33.0,2.0,9.0,32,26.355000000000004,56.848,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.86'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.9'}]","[91, 117, 30, 36, 38, 215, 218]",True,22079.0,29.294999999999998,37.128,,,,,,,,,,,2.15,,,,3.0,6.0,3.0,4.0,0.0105949,0.01132376,0.0007288599999999996,Man Utd,Man City,35.0,Jonny Evans,DC,True,6.1270914773094916,0.0,-81.52038878503268,J. Evans,5.0,Man Utd
60,60,61,33.5,2.0,11.5,32,29.294999999999998,37.128,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,88526.0,34.545,31.076000000000004,,,,,,34.0,,,,,2.1916666666666664,,,,3.0,4.0,4.0,3.0,0.01132376,0.01262646,0.0013027000000000004,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,5.253944890829587,-49.05895585198669,Casemiro,5.0,Man Utd
61,61,62,34.0,2.0,14.0,32,34.545,31.076000000000004,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.38'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,88526.0,29.925,17.816000000000003,,,,,,,,,,,2.2333333333333334,,,,4.0,3.0,3.0,2.0,0.01262646,0.01110462,-0.00152184,Man Utd,Man City,18.0,Casemiro,DMC,True,-6.283943640151023,0.0,-109.20916898785008,Casemiro,5.0,Man Utd
62,62,63,35.0,2.0,17.0,32,28.665000000000003,18.972,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.52'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.0'}]","[91, 117, 30, 35, 37, 215, 218]",True,99487.0,11.55,31.28,,,,,,,,,,,2.283333333333333,,,,3.0,2.0,1.0,3.0,0.01110462,0.01082722,-0.00027740000000000056,Man Utd,Man City,5.0,Harry Maguire,DC,True,-15.68936428451299,0.0,144.27875644112197,H. Maguire,5.0,Man Utd
63,63,64,36.0,2.0,25.0,32,12.495000000000001,33.32,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.38'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,260843.0,15.855,50.660000000000004,,,,,,,,,,,2.4166666666666665,,,,1.0,3.0,1.0,5.0,0.01082722,0.00977745,-0.0010497700000000002,Man Utd,Man City,24.0,Andre Onana,GK,True,1.8190952634017208,0.0,79.03360905565948,A. Onana,5.0,Man Utd
64,64,65,36.5,2.0,26.5,32,15.855,50.660000000000004,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,22079.0,20.16,54.74,,,,,,37.0,,,,,2.4416666666666664,,,,1.0,5.0,2.0,6.0,0.00977745,0.00942382,-0.0003536300000000006,Man Utd,Man City,35.0,Jonny Evans,DC,True,0.0,3.3501352099132475,43.46291501892709,J. Evans,5.0,Man Utd
65,65,66,37.0,2.0,28.0,32,20.16,54.74,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.87'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.9'}]","[91, 117, 30, 36, 37, 215, 218]",True,22079.0,29.505000000000003,65.89200000000001,,,,,,,,,,,2.466666666666667,,,,2.0,6.0,3.0,7.0,0.00942382,0.00977659,0.0003527700000000005,Man Utd,Man City,35.0,Jonny Evans,DC,True,5.383435591902156,0.0,50.03812728424068,J. Evans,5.0,Man Utd
66,66,67,37.5,2.0,29.5,32,29.505000000000003,65.89200000000001,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,123761.0,25.935,61.744,,,,,,38.0,,,,,2.4916666666666667,,,,3.0,7.0,3.0,7.0,0.00977659,0.00977659,0.0,Man Utd,Man City,8.0,Bruno Fernandes,FW,True,0.0,-1.8365968913082185,-130.71712153475383,B. Fernandes,5.0,Man Utd
67,67,68,38.0,2.0,31.0,32,25.935,61.744,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '6.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.98'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.6'}]","[91, 117, 30, 35, 38, 215, 218]",True,123761.0,6.93,40.528000000000006,,,,,,,,,,,2.5166666666666666,,,,3.0,7.0,0.0,4.0,0.00977659,0.00941056,-0.00036602999999999983,Man Utd,Man City,8.0,Bruno Fernandes,FW,True,-14.495596921470877,0.0,-131.853544266133,B. Fernandes,5.0,Man Utd
68,68,69,38.5,2.0,35.0,32,6.93,40.528000000000006,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,260843.0,8.505,35.7,,,,,,39.0,,,,,2.583333333333333,,,,0.0,4.0,0.0,4.0,0.00941056,0.00941056,0.0,Man Utd,Man City,24.0,Andre Onana,GK,True,0.0,1.7770533307757574,-71.93253261229091,A. Onana,5.0,Man Utd
69,69,70,39.0,2.0,39.0,32,8.505,35.7,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.55'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.9'}]","[91, 117, 30, 36, 37, 215, 218]",True,260843.0,21.105000000000004,43.452000000000005,,,,,,,,,,,2.65,,,,0.0,4.0,2.0,5.0,0.00941056,0.01001304,0.0006024800000000007,Man Utd,Man City,24.0,Andre Onana,GK,True,12.084199627426898,0.0,31.60141278091812,A. Onana,5.0,Man Utd
70,70,71,39.5,2.0,44.0,32,21.105000000000004,43.452000000000005,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,22079.0,30.975,37.536,,,,,,40.0,,,,,2.7333333333333334,,,,2.0,5.0,3.0,4.0,0.01001304,0.01132376,0.0013107199999999996,Man Utd,Man City,35.0,Jonny Evans,DC,True,0.0,10.31636900205919,-30.938139177296126,J. Evans,5.0,Man Utd
71,71,72,40.0,2.0,49.0,32,30.975,37.536,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.28'}]","[91, 117, 30, 35, 38, 215, 218]",True,22079.0,24.150000000000002,22.644,,,,,,,,,,,2.8166666666666664,,,,3.0,4.0,2.0,2.0,0.01132376,0.01001304,-0.0013107199999999996,Man Utd,Man City,35.0,Jonny Evans,DC,True,-7.534218286085363,0.0,-114.62197501418649,J. Evans,5.0,Man Utd
72,72,73,40.5,2.0,50.0,32,24.150000000000002,22.644,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,21.525000000000002,18.632,,,,,,41.0,,,,,2.833333333333333,,,,2.0,2.0,2.0,2.0,0.01001304,0.01001304,0.0,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,-3.234236228492051,-123.19620777099566,H. Maguire,5.0,Man Utd
73,73,74,41.0,2.0,51.0,32,21.525000000000002,18.632,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.07'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.4'}]","[91, 117, 30, 35, 37, 215, 218]",True,99487.0,13.23,33.932,,,,,,,,,,,2.85,,,,2.0,2.0,1.0,4.0,0.01001304,0.01082722,0.0008141799999999994,Man Utd,Man City,5.0,Harry Maguire,DC,True,-6.892165600939279,0.0,118.46463910847244,H. Maguire,5.0,Man Utd
74,74,75,42.0,2.0,53.0,32,13.23,33.79600000000001,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.20'}]","[91, 117, 30, 36, 38, 215, 218]",True,260843.0,22.575,16.32,,,,,,,,,,,2.8833333333333333,,,,1.0,3.0,2.0,1.0,0.01082722,0.00942382,-0.0014034000000000008,Man Utd,Man City,24.0,Andre Onana,GK,True,7.470386734705471,0.0,-61.865098274109315,A. Onana,5.0,Man Utd
75,75,76,42.5,2.0,55.0,32,22.575,16.32,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,29.085,12.58,,,,,,43.0,,,,,2.916666666666667,,,,2.0,1.0,3.0,1.0,0.00942382,0.0105949,0.0011710800000000014,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,5.420795735453694,-29.877400623364117,H. Maguire,5.0,Man Utd
76,76,77,43.0,2.0,57.0,32,29.085,12.58,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.60'}]","[91, 117, 30, 35, 38, 215, 218]",True,99487.0,28.14,4.0120000000000005,,,,,,,,,,,2.95,,,,3.0,1.0,3.0,0.0,0.0105949,0.00977659,-0.0008183100000000009,Man Utd,Man City,5.0,Harry Maguire,DC,True,-3.6239238217375345,0.0,-96.29394818895108,H. Maguire,5.0,Man Utd
77,77,78,44.0,3.0,0.0,32,27.930000000000003,6.256,3.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.21'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,353418.0,15.435,23.052,,,,,,,,,,,3.0,,,,3.0,0.0,1.0,2.0,0.00977659,0.00977745,8.600000000000968e-07,Man Utd,Man City,20.0,Diogo Dalot,DR,True,-8.32000908891979,0.0,126.64655969817998,D. Dalot,5.0,Man Utd
78,78,79,44.5,3.0,2.5,32,15.435,23.052,3.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,260843.0,20.475,20.264000000000003,,,,,,45.0,,,,,3.041666666666667,,,,1.0,2.0,2.0,2.0,0.00977745,0.01001304,0.0002355900000000008,Man Utd,Man City,24.0,Andre Onana,GK,True,0.0,4.597802051451339,-28.950254396788093,A. Onana,5.0,Man Utd
79,79,80,45.0,3.0,5.0,32,20.475,20.264000000000003,3.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '58.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.53'}]","[91, 120, 124, 128, 36, 37, 217, 218]",True,260843.0,70.56,49.844,,,,,,,,,,,3.0833333333333335,,,,,,,,,,,Man Utd,Man City,24.0,Andre Onana,GK,True,47.7241251307838,0.0,30.56592835890457,A. Onana,5.0,Man Utd
